序号  ,系统        ,专业  ,问题                                                                        ,答案                                                                                                                                                                                                                                                                    ,省份
982 ,工程-运维成本   ,工程  ,列账明细的金额是税前还是税后                                                            ,MSS里的金额是不含税价的                                                                                                                                                                                                                                                         ,江苏
983 ,工程-运维成本   ,工程  ,已经到项目结算环节，发现有问题怎么将项目取回到立项环节                                               ,无法取回，项目关闭后，重新立项                                                                                                                                                                                                                                                       ,江苏
984 ,工程-运维成本   ,工程  ,领料需求提交报错：未下达月度预算                                                          ,找预算员进行月度预算下达                                                                                                                                                                                                                                                          ,江苏
985 ,工程-运维成本   ,工程  ,物资需求提交报错：项目可用金额不足                                                         ,已做过采购结果编制，在途占了全额预算。如果采购结果编制不要了，需要先作废释放金额，才能做物资需求                                                                                                                                                                                                                      ,江苏
986 ,工程-运维成本   ,工程  ,误操作关闭了项目怎么办？                                                              ,在项目管理下面可以做项目开启                                                                                                                                                                                                                                                        ,江苏
987 ,工程-运维成本   ,工程  ,项目怎么修改立项金额                                                                ,查询，项目处于实施状态，可以进行项目变更修改立项金额                                                                                                                                                                                                                                            ,江苏
988 ,工程-运维成本   ,工程  ,做项目预算变更，提示总预算少于累计预算。                                                      ,做预算变更时项目总预算也要调整，不能只调整子项目预算。                                                                                                                                                                                                                                           ,江苏
989 ,工程-运维成本   ,工程  ,项目已关闭，但预算没有释放                                                             ,预算已释放，释放到当初立项的预算指标里                                                                                                                                                                                                                                                   ,江苏
990 ,工程-运维成本   ,工程  ,项目无法进行报账                                                                  ,查询项目已关闭，不能报账                                                                                                                                                                                                                                                          ,江苏
991 ,工程-运维成本   ,工程  ,立项提交实施环节只能提交给领导                                                           ,立项时实施负责人选成了领导，驳回后修改实施负责人即可                                                                                                                                                                                                                                            ,江苏
992 ,工程-运维成本   ,工程  ,立项时找不到原来的合同怎么办                                                            ,运维成本项目直接立项，不需要合同                                                                                                                                                                                                                                                      ,江苏
993 ,工程-运维成本   ,工程  ,已经申请了预算，但在财务报账时提示不能报账                                                     ,项目查询时，该项目可用预算为7万多，用户报账7万时提出预算不足，让用户咨询财务系统                                                                                                                                                                                                                             ,江苏
994 ,工程-运维成本   ,工程  ,立项时，分配预算显示全面预算反馈信息：未反馈指标预算业务数据!                                           ,1、成本中心未下达预算，需联系预算员调整预算 2、成本中心指标里没钱了，需要更换成本中心                                                                                                                                                                                                                          ,江苏
995 ,工程-运维成本   ,工程  ,项目已经到项目实施环节，需要修改子项目的成本中心或者利润中心                                            ,子项目关闭然后项目分解，有费用发生的话需要先进行冲销                                                                                                                                                                                                                                            ,江苏
996 ,工程-运维成本   ,工程  ,今年预算只申请1元，想做物资需求申请怎么办                                                     ,项目是为明年项目准备立项的，今年没有预算，不能做物资申请                                                                                                                                                                                                                                          ,江苏
997 ,工程-运维成本   ,工程  ,项目预算调整怎么操作                                                                ,项目管理--项目变更，调整预算                                                                                                                                                                                                                                                       ,江苏
998 ,工程-运维成本   ,工程  ,立项，做采购报错预算不足                                                              ,子项目本年预算较少，预算确实不足。项目变更调大本年预算                                                                                                                                                                                                                                           ,江苏
999 ,工程-运维成本   ,工程  ,想把实施负责人改为申请人，怎么操作                                                         ,发数据提取与变更单后台修改实施负责人                                                                                                                                                                                                                                                    ,江苏
1000,工程-运维成本   ,工程  ,项目不需要了，怎么释放预算                                                             ,将项目关闭即可释放                                                                                                                                                                                                                                                             ,江苏
1001,工程-运维成本   ,工程  ,去年的项目今年想做采购订单，但是报错                                                        ,需要先进行项目结转，分配预算                                                                                                                                                                                                                                                        ,江苏
1002,工程-运维成本   ,工程  ,做采购，需要在运维成本系统立项，咨询操作流程                                                    ,立项申请提交并审批，到项目实施环节即可进行采购等操作                                                                                                                                                                                                                                            ,江苏
1003,工程-运维成本   ,工程  ,立项的审批流程想增加个审批节点                                                           ,提ITSM需求单，写明具体需求后提交，最后由二线进行修改添加流程模板                                                                                                                                                                                                                                    ,江苏
1004,工程-运维成本   ,工程  ,想调低本年预算，明年才能报账，怎么操作                                                       ,可以做项目变更调减预算                                                                                                                                                                                                                                                           ,江苏
1005,工程-运维成本   ,工程  ,原实施负责人已退休，现想关闭项目，无法操作                                                     ,调整子项目实施负责人，然后可在项目关闭菜单操作                                                                                                                                                                                                                                               ,江苏
1006,工程-运维成本   ,工程  ,之前做了暂估，想冲销，但项目已关闭                                                         ,重新开启项目即可冲回                                                                                                                                                                                                                                                            ,江苏
1007,工程-运维成本   ,工程  ,项目分解怎么操作                                                                  ,在项目分解--发起移交中增加子项目                                                                                                                                                                                                                                                     ,江苏
1008,工程-运维成本   ,工程  ,立项时网运和非网运类怎么对应                                                            ,网运类：网络运行维修类，如：生产维护网络修理；非网络类：非网络运行维修类，如：电梯、房屋、车辆等维护                                                                                                                                                                                                                    ,江苏
1009,工程-运维成本   ,工程  ,立项流程提交下一环节没有办理人可选                                                         ,下一环节部门领导审批为空，组织架构无部门领导信息。临时添加领导信息，需联系当地人力添加领导信息                                                                                                                                                                                                                       ,江苏
1010,工程-运维成本   ,工程  ,项目立项无法分配全面预算                                                              ,通过子项目信息-操作-分配预算来选择指标，分配预算                                                                                                                                                                                                                                             ,江苏
1011,工程-运维成本   ,工程  ,项目实施提交下一环节只有项目设计，没有待关闭                                                    ,可以通过项目关闭模块进行关闭操作                                                                                                                                                                                                                                                      ,江苏
1012,工程-运维成本   ,工程  ,项目变更调大预算，但发现预算并没有调到需要的金额                                                  ,调整后金额应该填的是调整后总金额，不是变动金额，需要做二次变更                                                                                                                                                                                                                                       ,江苏
1013,工程-运维成本   ,工程  ,之前做的项目，查询不到了                                                              ,立项流程可能没有走到项目实施环节，年底因为年结，后台删除了一批没有立项完成的项目，以免造成虚占预算，现需要重新进行立项                                                                                                                                                                                                           ,江苏
1014,工程-运维成本   ,工程  ,运维成本项目，怎么查询物资领料明细？                                                        ,在查询统计-项目查询中输入项目编码，点查询后，进入到项目详细页面，点查看预算明细就可以查到项目所有财务、物流信息                                                                                                                                                                                                              ,江苏
1015,工程-运维成本   ,工程  ,下一步骤是特殊角色审批环节，处理人为空或是选择不到对应的成本管理员或是专业管理员                                  ,"1. 检查部门成本管理员角色、专业管理员角色、市公司成本管理员是否正常配置
2. 若一线人员发现没有配置，则需要咨询用户，将所要配置的对应成本管理员进                                     3. 若有配置对应的成本管理员角色，但还是没有办理人，则需要进行办理人配置检查，检查方式跟JS_YW_00001相同
"                                                                            ,江苏
1016,工程-运维成本   ,工程  ,下一步骤是领导审批环节，处理人为空或是选择不到对应的领导                                              ,"1. 先检查自己所在部门是否有部门领导信息
2. 若一线人员检查后发现，没有领导信息，则需要反馈用户，将情况告知当地的人力说明情况，后续需要人力部门人员根据实际情况补充领导信息。然后 由人力系统将领导信息推送到辅助系统。
3. 若一线人员检查发现领导信箱无误，则需要检查系统流程配置中，环节配置的办理人是否有误
"                                                                                        ,江苏
1017,工程-运维成本   ,工程  ,利润中心和成本中心不匹配，全程无校验，最后报账的时候报错                                              ,发数据提取与变更单后台更改成本中心                                                                                                                                                                                                                                                     ,江苏
1018,工程-运维成本   ,工程  ,割接项目进行关闭时，无法正常关闭，提示报错：刚性控制指标，指标可用预算小于调整差额！调整失败！                           ,运维成本性项目关闭时，是将对应的预算进行释放，跟可用预算是否足够按正常来说应该没有关系，需要将问题反馈给财辅人员进行处理；目前确定为历史业务数据原因，立项金额超年度总盘，需要让预算管理员调平预算                                                                                                                                                                     ,江苏
1019,工程-运维成本   ,工程  ,发起采购结果编制时选择不到对应的WBS                                                       ,"1. 若查到是项目未完成，则需要让用户立项完成后，再操作采购结果编制
2. 若项目是立项完成的，但还是查看不到，需要核实发起采购结果编制的人员是不是子项目实施负责人
3. 需要一线人员反馈给二线人员，查看SAP同步给采购辅助的接口是否有误
"                                                                                                                                            ,江苏
1020,工程-运维成本   ,工程  ,项目已经立项完成，但是报账查询不到项目                                                       ,"
用户发事件单后台重新流转流程至申请人确认环节，用户电脑办公点至项目实施环节即可        "                                                                                                                                                                                                                    ,江苏
1021,工程-运维成本   ,工程  ,待办步骤人员需要调整到其他人进行审批                                                        ,"1. 若用户只有少量的待办进行调整，一线人员可以建议用户通过下一步骤中‘部门内转交’或是‘部门外转交’进行处理；
2. 若用户量非常多，则需要让用户提ITSM事件单，通过流程引擎调整流程的方式，统一进行调整
"                                                                                                                                                            ,江苏
1022,工程-运维成本   ,工程  ,项目立项的时候成本中心选择错误，需要更改，怎么操作                                                 ,首先查询项目是否产生实际成本，若产生了实际成本，告知用户先进行冲销，冲销后，再去集团ITSM系统中提数据提取与变更单，涉及系统选择SAP-PS和运维成本系统，后台更改；若未产生实际成本，直接提单即可。                                                                                                                                                                  ,江苏
1023,工程-运维成本   ,工程  ,成本项目目前已经支出一部分的金额，如何进行查看                                                   ,点击进入项目，在【列账明细查询】中，可以查看子项目列账明细情况                                                                                                                                                                                                                                       ,江苏
1024,工程-运维成本   ,工程  ,提交待办时反馈任务已经完成                                                             ,"1.一线人员需要到流程引擎中，在任务实例下进行查看，是否已经存在下一环节的任务实例
2. 若已经存在，则在流程实例中，对此问题单据进行回调即可
"                                                                                                                                                                                    ,江苏
1025,工程-运维成本   ,工程  ,项目撤销和关闭有什么不同                                                              ,"1. 项目撤销针对的是项目已经立项完成，但由于实际业务中此项目不需要，且没有发生过任何支出的情况下，采用撤销操作对项目进行处理，撤销后的项目无法再重新使用，且打上撤销的标识；
2. 项目删除针对于项目未立项完成，此时项目未传送给SAP-PS，可以通过删除项目的方式处理，且删除后项目不存在
3. 项目变更是针对于项目已经立项完成，但由于实际业务的情况，立项后的项目预算不够或是需要释放部分预算时，可以通过项目变更对预算进行调整，变更后的项目是可以继续使用
4. 项目关闭是针对于项目已经完成了所有的工作，此时可"     ,江苏
1026,工程-运维成本   ,工程  ,点击预算分配后没有预算指标展示，提示全面预算反馈信息：未反馈指标预算业务数据                                    ,首先确认全面预算系统是否有下达本单位的年度预算。再查看子项目所选的利润中心和成本中心是否正确                                                                                                                                                                                                                        ,江苏
1027,工程-运维成本   ,工程  ,立项和领料由哪个角色来进行操作                                                           ,"1. 目前系统没有强制控制主项目的立项申请人、实施负责人跟子项目的实施负责人一定要是一个人或是不是同一个人
2. 项目立项时是立项发起的人进行发起
3. 项目领料、采购结果编制、报账都是子项目实施负责人进行发起
"                                                                                                                                                          ,江苏
1028,工程-运维成本   ,工程  ,项目提交审计之后，反馈审计系统校验失败                                                       ,"由于项目立项添加的附件名称还有符号“.”,因此审计系统校验不成功，需要发数据单后台更改附件名称并替换"                                                                                                                                                                                                                  ,江苏
1029,工程-运维成本   ,工程  ,项目提交审计之后，反馈审计状态为审计中，但是审计系统查询不到                                            ,系统接口故障，需要退回发起阶段，清楚审计状态，重新再次提交即可                                                                                                                                                                                                                                       ,江苏
1030,工程-运维成本   ,工程  ,项目立项申请人确认报错：成本中心和利润中心无对应关系                                                ,主项成本中心丢失，管理员账号将主项成本中心补录上即可                                                                                                                                                                                                                                            ,江苏
1031,工程-运维成本   ,工程  ,项目实施负责人已经退休了，但是名下还有很多未结束的项目，需要在其他系统操作，怎么办                                 ,发数据单批量修改项目实施负责人                                                                                                                                                                                                                                                       ,江苏
1032,工程-运维成本   ,工程  ,项目已立项完成，但是还没有发生任何支出，可以修改成本中心吗                                             ,可以，在项目管理-预算指标及成本中心调整单下操作                                                                                                                                                                                                                                              ,江苏
1033,审计-审计辅助   ,江苏  ,工程项目手工新增模板导入中的建设单位编码、建设部门编码、参建单位编码在系统哪里查询？                                ,查询目录：工程类审计 > 工程结决算审计菜单下，点击新增，在新增界面参建单位选择框中可查询相应编码                                                                                                                                                                                                                     ,江苏
1034,审计-审计辅助   ,江苏  ,工程项目手工新增，建设部门选择时，建设单位对应下选择不到自己所需建设部门                                      ,系统未配置：在集团itsm系统，提需求配置单，在审计系统配置建设单位对应的建设部门                                                                                                                                                                                                                             ,江苏
1035,审计-审计辅助   ,江苏  ,经营类项目非现场环节，非现场审计成果汇总显示空白                                                  ,权限问题：只有项目主审进去点汇总才会显示审计成果汇总表                                                                                                                                                                                                                                           ,江苏
1036,审计-审计辅助   ,江苏  ,经营类项目工作底稿审核完毕后，审计发现情况汇总表点击后空白                                             ,权限问题：只有项目主审进去点汇总才会显示汇总表                                                                                                                                                                                                                                               ,江苏
1037,审计-审计辅助   ,江苏  ,经营类项目已经办结归档，怎么进入整改环节                                                      ,操作目录：经营类审计 > 项目操作（2018版） > 整改销号，可从整改销号菜单进入整改                                                                                                                                                                                                                          ,江苏
1038,审计-审计辅助   ,江苏  ,经营类项目整改阶段，是否要做完才能进入完成阶段                                                   ,操作说明：项目在整改阶段，不是必须要完成整改阶段才可操作完成阶段，可随时进入完成阶段进行项目办结归档。                                                                                                                                                                                                                   ,江苏
1039,审计-审计辅助   ,江苏  ,咨询新老风险项目数据在审计系统如何查询                                                       ,（1）老经营类风险项目数据查询：“综合查询 > 风险库项目查询 > 已立项项目统计表”的菜单路径下，可查看新经营类项目阶段及项目编制相关信息                                                                        （2）新经营类风险项目数据查询：“综合查询 > 方案库项目查询 > 已立项项目统计表”的菜单路径下，可查看新经营类项目阶段及项目编制相关信息                                                  ,江苏
1040,审计-审计辅助   ,江苏  ,手工新增工程项目时模板导入报错                                                           ,"（1）模板问题：需要下载系统提供的模板进行导入；                         （2）数据填写问题：检查填写内容是否按照模板sheet2中填写说明要求填写；
（3）模板中单元格问题：单元格中要去除单引号、不能有空格，单元格要设置单元框                                                    "                                                                                  ,江苏
1041,审计-审计辅助   ,江苏  ,如何作废项目？                                                                   ,（1）在途项目：主审前台点击‘中止项目’，输入中止原因，点击确定即可；                                                                  （2）已办结归档项目：用户在集团ITSM系统提数据提取与变更单，由一线顾问进行项目作废                                                                                                                      ,江苏
1042,审计-审计辅助   ,江苏  ,项目操作提交或保存无反应                                                              ,浏览器兼容问题：（1）使用IE浏览器操作；（2）点击F12或者工具按钮-开发人员工具，浏览器模式调整为非兼容模式；（3）点击工具-兼容性视图设置，删除ctc.com，不勾选选项；（4）点击工具-Internet选项-常规，点击删除按钮。                                                                                                                                                ,江苏
1043,审计-审计辅助   ,江苏  ,咨询工程项目审计流转情况                                                              ,工程项目环节查询：“综合查询 > 工程类项目信息查询 > 工程项目报审信息查询”的菜单路径下，输入项目信息查询结果中，点击项目状态，可查看项目流转环节；                                                                                                                                                                                          ,江苏
1044,审计-审计辅助   ,江苏  ,参加单位如何增加？                                                                 ,接口推送：联系采购系统增加，由采购系统推送同步到审计系统                                                                                                                                                                                                                                          ,江苏
1045,审计-审计辅助   ,江苏  ,如何在审计系统新增外包单位或外包单位的承接人员                                                   ,（1）接口推送：联系外部门户系统增加外包单位及单位下的人员，提交给采购部审核，再由采购系统推送同步到审计系统；                                 （2）集体提单要求：在集团ITSM系统提需求配置单，由一线顾问进行人员权限配置                                                                                                                                       ,江苏
1046,审计-审计辅助   ,江苏  ,项目已办结，流程待办未消失                                                             ,流程引擎问题：联系一线顾问进行待办清除处理                                                                                                                                                                                                                                                 ,江苏
1047,审计-审计辅助   ,江苏  ,项目审计中，流程待办未出现                                                             ,流程引擎问题：联系一线顾问进行待办同步处理                                                                                                                                                                                                                                                 ,江苏
1048,审计-审计辅助   ,江苏  ,如何新增审计账号及权限                                                               ,集团提单要求：在集团ITSM系统提权限申请单，由一线顾问增加                                                                                                                                                                                                                                        ,江苏
1049,审计-审计辅助   ,江苏  ,OA门户上面没有单点到审计系统的链接如何处理？                                                   ,（1）审计账号权限无;联系审计一线顾问排查审计系统中是否有该人员账号及权限（2）OA账号权限无：审计账号及权限正常，需联系OA运维增加OA系统账号权限。                                                                                                                                                                                          ,江苏
1050,审计-审计辅助   ,江苏  ,如何查看已上报报表                                                                 ,查询目录：登录报表管理员账号，报表简报 > 报表管理（2018版) > 报表查询菜单下查看即可                                                                                                                                                                                                                       ,江苏
1051,审计-审计辅助   ,江苏  ,如何查看已办结项目的定案表                                                             ,查询目录：在工程类审计-工程结决算审计-已审计，点击查看成果                                                                                                                                                                                                                                        ,江苏
1052,人力-人力系统   ,江苏  ,人员如何维护为部门/公司负责人                                                           ,通过变动单据如调配、兼职将人员维护为相关负责人                                                                                                                                                                                                                                               ,江苏
1053,人力-人力系统   ,江苏  ,已经离职的人员如何调整到其他部门或公司                                                       ,通过人员变动管理里的离职人员转移申请节点进行已离职人员的转移                                                                                                                                                                                                                                        ,江苏
1054,人力-人力系统   ,江苏  ,薪酬回退发放审批取消审批时提示有未结束的取消发放申请单，不能取消审批                                        ,1.删除取消发放申请单，通过发放审批取消审批进行回退 2.将取消发放申请单提交，通过取消发放审批审批来进行回退。                                                                                                                                                                                                              ,江苏
1055,人力-人力系统   ,江苏  ,用户人力系统被锁定                                                                 ,联系运维人员或省人力专员，帮用户解锁人力系统账号                                                                                                                                                                                                                                              ,江苏
1056,人力-人力系统   ,江苏  ,如何修改部门基本信息                                                                ,部分可通过部门信息节点直接修改，部分需要走部门变更申请表单。                                                                                                                                                                                                                                        ,江苏
1057,人力-人力系统   ,江苏  ,薪资方案如何跳转薪资期间                                                              ,在薪资方案-组织对该方案进行停用，再启用选择当前期间。                                                                                                                                                                                                                                           ,江苏
1058,人力-人力系统   ,江苏  ,薪资档案如何添加已经离职的或者调配到其他公司的人员                                                 ,通过新增变动人员添加人员还在当前公司的期间的人员。                                                                                                                                                                                                                                             ,江苏
1059,人力-人力系统   ,江苏  ,人员社保需要代缴如何操作                                                              ,社保档案，代缴单位代缴人员引用，原单位审批。                                                                                                                                                                                                                                                ,江苏
1060,人力-人力系统   ,江苏  ,如何新建外包账号                                                                  ,联系外包管理员，用外包管理员账号新建外包账号。                                                                                                                                                                                                                                               ,江苏
1061,人力-人力系统   ,江苏  ,如何导入人员绩效考核结果                                                              ,绩效管理，考核结果导入与查询节点可以进行导入操作。                                                                                                                                                                                                                                             ,江苏
1062,人力-人力系统   ,江苏  ,用户需要分配人力系统权限                                                              ,itsm系统提权限申请单分配权限，需填写好权限申请表单。                                                                                                                                                                                                                                          ,江苏
1063,人力-人力系统   ,江苏  ,下游系统未接收到人力的正副职领导信息                                                        ,联系运维人员重新推送统一目录，mss目录。                                                                                                                                                                                                                                                 ,江苏
1064,人力-人力系统   ,江苏  ,如何维护部门负责人                                                                 ,通过调配调配后信息选择负责部门和领导职务维护部门负责人。                                                                                                                                                                                                                                          ,江苏
1065,人力-人力系统   ,江苏  ,如何托管人员                                                                    ,员工管理范围设置进行托管业务的设置，需托管单位申请，原单位审批。                                                                                                                                                                                                                                      ,江苏
1066,人力-人力系统   ,江苏  ,薪酬如何反结账                                                                   ,期末处理节点进行取消期末处理操作                                                                                                                                                                                                                                                      ,江苏
1067,人力-人力系统   ,江苏  ,单据提交时报流程引擎正在处理的错误                                                         ,反馈一线运维人员处理。                                                                                                                                                                                                                                                           ,江苏
1068,人力-人力系统   ,江苏  ,用户咨询定调资申请节点有很多申请人为nc系统的定调资单据。                                             ,人员调配会自动生成定调资申请单据，可维护后提交，也可以直接删除。                                                                                                                                                                                                                                      ,江苏
1069,人力-人力系统   ,江苏  ,自助薪酬节点点开是空白的                                                              ,人员误操作导致，需重置自助系统布局，联系运维人员处理。                                                                                                                                                                                                                                           ,江苏
1070,人力-人力系统   ,江苏  ,一个部门下需要新建同名的岗位怎么操作                                                        ,通过岗位信息导入导进去同名的岗位，2018年9月发版后系统已取消不能新建同名岗位的校验。                                                                                                                                                                                                                          ,江苏
1071,人力-人力系统   ,江苏  ,薪酬凭证传输数据和sap接收数据不一致                                                       ,有薪资项目没有配置会计科目，导致两边数据差异，建议联系省公司配置。                                                                                                                                                                                                                                     ,江苏
